COD_ASL,COD_STRUTTURA ,DENOM_STRUTTURA,INDIRIZZO_UBICAZIONE,COD_ISTAT_COMUNE_UBICAZIONE,COMUNE_UBICAZIONE,CAP,PROV_COMUNE_UBICAZIONE,TOT_POSTI_AUTORIZZATI,TOT_POSTI_ORDINARI_ACCREDITATI,TOT_POSTI_ALZHEIMER_ACCREDITATI,TOT_POSTI_ACCREDITATI,DENOM_GESTORE,P_IVA,INDIRIZZO_SEDE_LEGALE,COD_ISTAT_COMUNE_SEDE_LEGALE,COMUNE_SEDE_LEGALE,PROV_SEDE_LEGALE,NATURA_GIURIDICA,PUBBLICA/PRIVATA,ONLUS,WGS84_X,WGS84_Y,location,Limiti amministrativi 2014 delle province di Regione Lombardia,Limiti amministrativi 2015 delle province di Regione Lombardia,ATS Regione Lombardia,Comuni 2015 Polygon Semplificato Qgis
328,002066,RSA 2,VIALE REPUBBLICA  86,018182,VOGHERA,27058,PV,68,68,0,68,A.S.P. CARLO PEZZANI,00990490187,VIALE REPUBBLICA 86,018182,VOGHERA,PV,AZIENDA DI SERVIZI ALLA PERSONA (ASP),PUBBLICO,NO,9.0082646,44.9829448,"(44.9829448, 9.0082646)",7,7,6,1448
322,002798,CASA PER ANZIANI DON GIUSEPPE ALLIEVI,VIA ANZANI  1,013007,ALZATE BRIANZA,22040,CO,46,34,0,34,AZIENDA SPECIALE DEL COMUNE DI ALZATE BRIANZA,02582670135,VIA ANZANI 1,013007,ALZATE BRIANZA,CO,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,9.18508968,45.76565722,"(45.76565722, 9.18508968)",2,2,3,260
321,000533,RESIDENZE SACCARDO               EDIFICIO B,VIA SACCARDO  47,015146,MILANO,20100,MI,100,80,20,100,SEGESTA GESTIONI SRL,04140620966,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,9.24454894,45.4817359,"(45.4817359, 9.24454894)",4,4,8,623
328,002075,VILLA ELVIRA,VICOLO CASE ELVIRA  6,018143,SANTA MARIA DELLA VERSA,27047,PV,44,44,0,44,COOPERATIVA SOCIALE COOPSELIOS SOCIETÀ COOPERATIVA ONLUS,01164310359,VIA ANTONIO GRAMSCI 54/S,035033,REGGIO NELL'EMILIA,RE,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,,,,,,,
327,001861,CASA FAMIGLIA PADRE FRANCESCO SPINELLI,VIA G. GALILEI 18,019084,RIVOLTA D'ADDA,26027,CR,69,48,0,48,ISTITUTO SUORE ADORATRICI DEL SS. SACRAMENTO,01096280191,VIA S. FRANCESCO D'ASSISI 16,019084,RIVOLTA D'ADDA,CR,ENTE ECCLESIASTICO,PRIVATO,NO,9.51787006,45.47010663,"(45.47010663, 9.51787006)",8,8,4,904
325,001222,CASA DI RIPOSO SAN GIUSEPPE ONLUS,VIA SANTO SPIRITO  15,016060,CASNIGO,24020,BG,115,105,0,105,CASA DI RIPOSO SAN GIUSEPPE ENTE MORALE - ONLUS,00689450161,VIA SANTO SPIRITO 15,016060,CASNIGO,BG,FONDAZIONE,PRIVATO,SI,,,,,,,
327,001982,FONDAZIONE SS. REDENTORE,VIA MONSIGNOR GARDINALI  15,019026,CASTELVERDE,26022,CR,140,140,0,140,FONDAZIONE OPERA PIA SANTISSIMO REDENTORE - ONLUS,00867950198,VIA MONSIGNOR GARDINALI 15,019026,CASTELVERDE,CR,FONDAZIONE,PRIVATO,SI,9.99597404,45.18764495,"(45.18764495, 9.99597404)",8,8,4,63
328,002056,CENTRO ASSISTENZIALE FERRERA ERBOGNONE,VIA ROMA  11,018062,FERRERA ERBOGNONE,27032,PV,22,20,0,20,COMUNE DI FERRERA ERBOGNONE,00244220182,PIAZZA BARTELLINI 18,018062,FERRERA ERBOGNONE,PV,COMUNE,PUBBLICO,NO,8.86275453,45.1124181,"(45.1124181, 8.86275453)",7,7,6,1209
326,001557,RSA - FONDAZIONE CENTRO SERVIZI ASSISTENZIALI CAMI- ALBERINI ONLUS,VIA ALBERINI  18,017080,GOTTOLENGO,25023,BS,80,50,20,70,FONDAZIONE CENTRO SERVIZI ASSISTENZIALI CAMI - ALBERINI ONLUS,01903970984,VIA ALBERINI 18,017080,GOTTOLENGO,BS,FONDAZIONE,PRIVATO,SI,10.27485672,45.29155807,"(45.29155807, 10.27485672)",6,6,2,1376
322,045269,RSA FIAMMETTA POLIS,VIA GIACOMO LEOPARDI  132,012084,ISPRA,21027,VA,40,40,0,40,COMACO S.P.A.,01563860830,VIA G. LEOPARDI 132,012084,ISPRA,VA,SOCIETA' PER AZIONI,PRIVATO,NO,8.62498921,45.82126242,"(45.82126242, 8.62498921)",1,1,3,859
324,001218,CASA DI RIPOSO CARLO E ELISA FRIGERIO ONLUS,VIA CARTIGLIO  2,097010,BRIVIO,23883,LC,128,128,0,128,CASA DI RIPOSO CARLO E ELISA FRIGERIO ONLUS,01391860135,VIA CARTIGLIO 2,097010,BRIVIO,LC,FONDAZIONE,PRIVATO,SI,9.44501803,45.74199739,"(45.74199739, 9.44501803)",10,10,5,950
328,002192,PADRE GIOVANNI BALDUZZI,VIA MONTI  16,018177,VIGEVANO,27029,PV,122,120,0,120,OPERA CHARITAS S. ANNA,01238910184,VIA L. DA VINCI 1,018069,GARLASCO,PV,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,8.87222898,45.32742208,"(45.32742208, 8.87222898)",7,7,6,1445
327,004728,I MELOGRANI,VIA VITTORIO BACHELET  22,020057,SAN GIORGIO DI MANTOVA,46030,MN,80,80,0,80,I GIRASOLI S.P.A.,01799680358,VIA DANUBIO 19,035033,REGGIO NELL'EMILIA,RE,SOCIETA' PER AZIONI,PRIVATO,NO,10.84829323,45.16477485,"(45.16477485, 10.84829323)",9,9,4,992
321,000542,RSA  MONS. BICCHIERAI 1,VIA MOSE BIANCHI  90,015146,MILANO,20100,MI,52,52,0,52,ISTITUTO AUXOLOGICO ITALIANO,02703120150,VIA ARIOSTO 13,015146,MILANO,MI,FONDAZIONE,PRIVATO,NO,9.14605279,45.47486985,"(45.47486985, 9.14605279)",4,4,8,623
321,000049,RSA CASA FAMIGLIA PER ANZIANI DI MILANO,VIA FRANCO FACCIO  19,015146,MILANO,20100,MI,79,62,17,79,RSA OASI CERRO SRL,09986470962,VIA DON LUIGI STURZO 5,015072,CERRO MAGGIORE,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.16937853,45.51919311,"(45.51919311, 9.16937853)",4,4,8,623
328,002149,FONDAZIONE PENSIONATO SANNAZZARESE,VIA INCISA  1,018138,SANNAZZARO DE' BURGONDI,27039,PV,61,61,0,61,FONDAZIONE PENSIONATO SANNAZZARESE ONLUS,01007990185,VIA INCISA 1,018138,SANNAZZARO DE' BURGONDI,PV,FONDAZIONE,PRIVATO,SI,8.90950549,45.10146,"(45.10146, 8.90950549)",7,7,6,1478
323,000966,RSA FONDAZIONE MONS. GIACOMO CARETTONI ONLUS,VIA ROMA  100,017148,PONTE DI LEGNO,25056,BS,82,61,0,61,FONDAZIONE MONS. GIACOMO CARETTONI ONLUS,02502600980,VIA ROMA 100,017148,PONTE DI LEGNO,BS,FONDAZIONE,PRIVATO,SI,10.49829517,46.25582419,"(46.25582419, 10.49829517)",6,6,7,845
326,001600,RSA - FONDAZIONE CASA DI RIPOSO VILLA G. PADOVANI ONLUS,VIA SUOR LAURA ACETI  2,017159,QUINZANO D'OGLIO,25027,BS,80,66,0,66,FONDAZIONE CASA DI RIPOSO VILLA G. PADOVANI ONLUS,88002510175,VIA SUOR LAURA ACETI 2,017159,QUINZANO D'OGLIO,BS,FONDAZIONE,PRIVATO,SI,10.00069155,45.31029059,"(45.31029059, 10.00069155)",6,6,2,749
327,001960,RSA VILLA CARPANEDA,VIA CANTARANA  25,020051,RODIGO,46040,MN,106,82,24,106,GRUPPO GHERON SRL,01574550339,VIA ARCHIMEDE 57,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,,,,,,,
327,001771,DON F. MORI,LARGO MORI  2,019103,STAGNO LOMBARDO,26049,CR,71,71,0,71,EMMAUS ASSOCIAZIONE DI VOLONTARIATO SOCIETA' PER AZIONI,01457730032,VIA VERCELLI 23/A,002031,CARESANABLOT,VC,SOCIETA' PER AZIONI,PRIVATO,NO,,,,,,,
323,000906,RSA FONDAZIONE ONLUS NINJ BECCAGUTTI,VIA CHIOSI  3/B,017070,ESINE,25040,BS,81,81,0,81,FONDAZIONE ONLUS NINJ BECCAGUTTI,01857970980,VIA CHIOSI 3B,017070,ESINE,BS,FONDAZIONE,PRIVATO,SI,10.2544065,45.92398989,"(45.92398989, 10.2544065)",6,6,7,1307
327,039169,RESIDENZA DUCALE,STRADA CIRCONVALLAZIONE SUD  21/B,020030,MANTOVA,46100,MN,120,120,0,120,ESTIA  SRL,02565000201,STRADA CIRCONVALLAZIONE SUD 21/B,020030,MANTOVA,MN,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.75271487,45.15094903,"(45.15094903, 10.75271487)",9,9,4,1048
328,002135,IL GIOIELLO,VIA KENNEDY 52/54,018122,RIVANAZZANO TERME,27055,PV,30,30,0,30,SERENI ORIZZONTI 1 SPA,02833470301,VIA VITTORIO VENETO 45,030129,UDINE,UD,SOCIETA' PER AZIONI,PRIVATO,NO,9.01196528,44.91142238,"(44.91142238, 9.01196528)",7,7,6,1467
321,000513,SAN FAUSTINO,VIA SAN FAUSTINO  21,015146,MILANO,20100,MI,150,150,0,150,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.24179799,45.47375744,"(45.47375744, 9.24179799)",4,4,8,623
324,001215,CASA DI RIPOSO SANT' ANTONIO,VIA LUIGI CORSI  8,097007,BARZIO,23816,LC,40,40,0,40,NUOVA ASSISTENZA- SOCIETA' COOPERATIVA SOCIALE ONLUS,01684780032,VIA BAVENO 4,003106,NOVARA,NO,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.46986569,45.94367661,"(45.94367661, 9.46986569)",10,10,5,948
322,000899,FONDAZIONE VELINI CASA FAMIGLIA ONLUS,VIA S. STEFANO 39/A,012127,TRADATE,21049,VA,43,43,0,43,FONDAZIONE VELINI CASA FAMIGLIA ONLUS,01551760125,VIA S. STEFANO 39/A,012127,TRADATE,VA,FONDAZIONE,PRIVATO,SI,8.90498276,45.71474636,"(45.71474636, 8.90498276)",1,1,3,243
324,001130,RSA CORTE BRIANTEA,VIA ITALIA  70,108034,MUGGIÒ,20835,MB,100,60,40,100,COOP. SOC. RAGGIO VERDE A.R.L.,03099160966,VIA ITALIA 70,108034,MUGGIO',MB,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.21684375,45.59189829,"(45.59189829, 9.21684375)",12,12,5,1255
324,001067,R.S.A.  F. SCACCABAROZZI,VIA BANFI  6,108036,ORNAGO,20876,MB,90,90,0,90,KCS CAREGIVER COOPERATIVA SOCIALE,02125100160,ROTONDA DEI MILLE 1,016024,BERGAMO,BG,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.43192756,45.59345747,"(45.59345747, 9.43192756)",12,12,5,1483
322,000743,RESIDENZA GIARDINO,VIA DELLE SORGENTI  56,012086,LAVENA PONTE TRESA,21037,VA,47,47,0,47,RESIDENCE AL LAGO UNO SRL,05433170965,CORSO DI PORTA ROMANA 54,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,,,,,,,
322,000795,A.S.FAR.M. AZIENDA SPECIALE FARMACEUTICA,VIA MACIACHINI  9,012083,INDUNO OLONA,21056,VA,21,21,0,21,A.S.FAR.M. AZIENDA SPEC. FARMACIA SERV.SOCIO SANIT,02020550121,VIA JAMORETTI 51,012083,INDUNO OLONA,VA,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,8.84048314,45.85064814,"(45.85064814, 8.84048314)",1,1,3,1254
322,002821,CÀ D'INDUSTRIA,VIA BRAMBILLA  61,013075,COMO,22100,CO,114,101,0,101,FONDAZIONE CA' D'INDUSTRIA O.N.L.U.S.,01793530138,VIA BRAMBILLA 61,013075,COMO,CO,FONDAZIONE,PRIVATO,SI,9.08880529,45.81263794,"(45.81263794, 9.08880529)",2,2,3,204
321,000247,RSA GIOVANNI PAOLO II,VIALE GERMANIA,015142,MELZO,20066,MI,100,80,20,100,SEGESTA GESTIONI SRL,04140620966,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,9.42423451,45.50739592,"(45.50739592, 9.42423451)",4,4,8,620
328,002155,CASA SAN GIUSEPPE,VIA GARIBALDI  74,018013,BELGIOIOSO,27011,PV,62,62,0,62,LIEBENAU ITALIA IMPRESA SOCIALE  SRL,02912190218,VIA VILPIANO 27,021055,NALLES,BZ,IMPRESA,PRIVATO,NO,9.31469272,45.16283897,"(45.16283897, 9.31469272)",7,7,6,929
322,002718,CASA ALBERGO PER PERSONE ANZIANE,VIA DEL LAGHETTO  9,013133,LOMAZZO,22074,CO,159,150,0,150,FONDAZIONE CASE DI RIPOSO RIUNITE DI BREGNANO E LOMAZZO,03850460134,VIA DEL LAGHETTO 9,013133,LOMAZZO,CO,FONDAZIONE,PRIVATO,NO,9.02916948,45.705666,"(45.705666, 9.02916948)",2,2,3,363
321,007741,LA MUTUALISTICA,PIAZZALE ALFEO GIUDICI  1,098041,MULAZZANO,26837,LO,60,,,0,SANTA CHIARA S.R.L.,01641520331,VIA NASTRUCCI 23,033032,PIACENZA,PC,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,,,,,,,
321,000257,AZIENDA SPECIALE CASA DI RIPOSO GALLAZZI VISMARA,VIA MATTEOTTI  30,015009,ARESE,20020,MI,110,95,15,110,AZIENDA SPECIALE CASA DI RIPOSO GALLAZZI-VISMARA,03572360968,VIA MATTEOTTI 30,015009,ARESE,MI,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,9.07746063,45.55403534,"(45.55403534, 9.07746063)",4,4,8,153
321,000471,RSA PRINCIPESSA JOLANDA,VIA G. A. SASSI 4,015146,MILANO,20100,MI,95,95,0,95,A.S.P. ISTITUTI MILANESI MARTINITT E STELLINE E PIO ALBERGO TRIVULZIO,04137830966,VIA MAROSTICA 8,015146,MILANO,MI,AZIENDA DI SERVIZI ALLA PERSONA,PUBBLICO,NO,9.17156515,45.46651543,"(45.46651543, 9.17156515)",4,4,8,623
324,001098,RSA LUIGI PORRO,VIALE TRIESTE  1,108005,BARLASSINA,20825,MB,76,76,0,76,CONSORZIO SANLAB,03083950133,VIA PADRE MASCIARDI 2/H,013143,MARIANO COMENSE,CO,SOCIETA' CONSORTILE,PRIVATO,NO,9.13185059,45.65518772,"(45.65518772, 9.13185059)",12,12,5,74
321,000285,R.S.A. SANTA SARA,VIA BARRILI  6,015146,MILANO,20100,MI,70,70,0,70,COOPERATIVA SOCIALE QUADRIFOGLIO S.C. ONLUS,03890320017,VIALE SAVORGNAN D'OSOPPO 4/10,001191,PINEROLO,TO,SOCIETA' COOPERATIVA A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.17462601,45.43394915,"(45.43394915, 9.17462601)",4,4,8,623
322,000755,RESIDENZA AI PINI,VIA GASTALDI  31,012011,BESANO,21050,VA,120,100,20,120,SOCIETA' PANGI UNO SRL,05433130969,CORSO DI PORTA ROMANA 54,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,8.89174402,45.89401449,"(45.89401449, 8.89174402)",1,1,3,219
323,000942,RSA FONDAZIONE ENTE CELERI ONLUS,VIA TAGLIERINI  25,017028,BRENO,25043,BS,66,55,0,55,FONDAZIONE ENTE CELERI O.N.L.U.S.,00723530986,VIA TAGLIERINI 25,017028,BRENO,BS,FONDAZIONE,PRIVATO,SI,,,,,,,
326,001755,RSA - VILLA ELISA,VIA SAN POLO  2,017029,BRESCIA,25100,BS,62,62,0,62,FONDAZIONE BRESCIA SOLIDALE ONLUS,02912960982,VIA LUCIO FIORENTINI 19/B,017029,BRESCIA,BS,FONDAZIONE,PRIVATO,SI,10.24359133,45.52378173,"(45.52378173, 10.24359133)",6,6,2,812
324,004962,SANT'ANDREA 2,VIA CRESCITELLI  2,108033,MONZA,20900,MB,20,20,0,20,SEGESTA GESTIONI SRL,04140620966,VIALE CASSALA 16,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,,,,,,,
322,000700,RESIDENZA AL LAGO,VIA MATTEOTTI  56,012113,PORTO CERESIO,21050,VA,86,86,0,86,RESIDENCE AL LAGO UNO SRL,05433170965,CORSO DI PORTA ROMANA 54,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,8.8999783,45.89944799,"(45.89944799, 8.8999783)",1,1,3,821
321,000177,RESIDENZA EMILIO BERNARDELLI,VIA M.LLO GIARDINO 20,015166,PADERNO DUGNANO,20037,MI,119,119,0,119,CLINICA POLISPECIALISTICA SAN CARLO SRL,02061970964,VIA OSPEDALE 21,015166,PADERNO DUGNANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.1541615,45.57304797,"(45.57304797, 9.1541615)",4,4,8,636
321,000675,RSA IL NUOVO FOCOLARE DI S. MARIA DI LORETO,VIA G. B. MARTINI 29,015146,MILANO,20100,MI,78,74,0,74,IL NUOVO FOCOLARE DI S. M. DI LORETO,12751590154,VIA G. B. MARTINI 29,015146,MILANO,MI,ASSOCIAZIONE,PRIVATO,NO,9.22883716,45.48788727,"(45.48788727, 9.22883716)",4,4,8,623
327,001807,RSA AZZOLINI,VIA BRESCIA  207,019036,CREMONA,26100,CR,120,120,0,120,AZIENDA SPECIALE COMUNALE CREMONA SOLIDALE,01310740194,"VIA BRESCIA, 207",019036,CREMONA,CR,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,10.03779406,45.15174773,"(45.15174773, 10.03779406)",8,8,4,73
322,002806,GRECO DE VECCHI,VIA VALASSINA  36,013250,BELLAGIO,,CO,86,86,0,86,FONDAZIONE GRECO DE VECCHI ONLUS,01824210130,VIA VALASSINA 36,013250,BELLAGIO,CO,FONDAZIONE,PRIVATO,SI,9.26077495,45.98140515,"(45.98140515, 9.26077495)",2,2,3,323
325,001362,RSA CENTRO DON ORIONE,VIA DON LUIGI ORIONE  6,016024,BERGAMO,24100,BG,222,222,0,222,PROVINCIA RELIGIOSA SAN MARZIANO DON ORIONE,02541960155,VIALE C. DA FORLÌ 19,015146,MILANO,MI,ENTE ECCLESIASTICO,PRIVATO,NO,9.69242391,45.71452466,"(45.71452466, 9.69242391)",5,5,1,683
323,000930,FONDAZIONE CASA DI RIPOSO TALAMONA ONLUS,VIA GAVAZZENI  64/B,014063,TALAMONA,23018,SO,49,48,0,48,CASA DI RIPOSO DI TALAMONA ONLUS,00416660140,VIA GAVAZZENI 64/B,014063,TALAMONA,SO,FONDAZIONE,PRIVATO,SI,9.61592961,46.13997875,"(46.13997875, 9.61592961)",3,3,7,136
322,002847,CASA DI RIPOSO VILLA CITTERIO,VIA PESCAÙ  56,013126,LEZZENO,22025,CO,33,30,0,30,ACLI SOLIDARIETA' E SERVIZI A.R.L.,01372740132,VIA BRAMBILLA 35,013075,COMO,CO,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,,,,,,,
324,001097,RSA VILLA PARADISO,VIA DANTE ALIGHIERI  37,108012,BRUGHERIO,20861,MB,63,63,0,63,VILLA PARADISO S.R.L.,00645920141,VIA STELVIO 160,014045,MORBEGNO,SO,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.29985493,45.54903792,"(45.54903792, 9.29985493)",12,12,5,1493
326,001480,RSA CASA SORELLE GIRELLI,VIA ROMA  87,017106,MARONE,25054,BS,61,20,0,20,COOPERATIVA SOCIALE SOCIETA' DOLCE SOCIETA' COOPERATIVA,03772490375,VIA CRISTINA DA PIZZANO 5,037006,BOLOGNA,BO,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,10.09195917,45.74111843,"(45.74111843, 10.09195917)",6,6,2,1407
321,000163,CASA FAMIGLIA PER ANZIANI ERNESTO  AZZALIN,VIA R. SANZIO 31,015113,INVERUNO,20010,MI,60,60,0,60,SODALITAS SOCIETÀ COOPERATIVA SOCIALE - ONLUS,10068220150,VIA SEBASTIANO VENIERO 13,015146,MILANO,MI,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,8.84278257,45.51396812,"(45.51396812, 8.84278257)",4,4,8,646
325,001440,FONDAZIONE MARTINO ZANCHI ONLUS - RSA,VIA GUIDO PAGLIA  23,016008,ALZANO LOMBARDO,24022,BG,98,98,0,98,FONDAZIONE MARTINO ZANCHI ONLUS - RSA,01468690167,VIA GUIDO PAGLIA 23,016008,ALZANO LOMBARDO,BG,FONDAZIONE,PRIVATO,SI,,,,,,,
325,001403,FONDAZIONE DOMUS E.D.E.R.A.,VIA VITTORIO EMANUELE II  227,016101,FONTANELLA,24056,BG,58,56,0,56,FONDAZIONE DOMUS E.D.E.R.A.,03089370161,VIA VITTORIO EMANUELE II 227,016101,FONTANELLA,BG,FONDAZIONE,PRIVATO,NO,9.80073103,45.47048843,"(45.47048843, 9.80073103)",5,5,1,577
328,002213,R.S.A. ARCOBALENO SOLE,VIA FERRUCCIO BELLI  8,018041,CAVA MANARA,27051,PV,64,64,0,64,COOPERATIVA SOCIALE ARCOBALENO SOCIETA' PER AZIONI,01967560184,VIA FERRUCCIO BELLI 8,018041,CAVA MANARA,PV,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,,,,,,,
322,000722,CASA DI RIPOSO GIULIO GIANETTI,VIA LARGA  13,012119,SARONNO,21047,VA,105,105,0,105,FONDAZIONE GIULIO GIANETTI ONLUS,00808960124,VIA LARGA 13,012119,SARONNO,VA,FONDAZIONE,PRIVATO,SI,9.04687151,45.6376269,"(45.6376269, 9.04687151)",1,1,3,913
321,000434,CASA FAMIGLIA ANZIANI,VIA GRAZIA DELEDDA  4,015041,BUSTO GAROLFO,20020,MI,67,67,0,67,SODALITAS SOCIETÀ COOPERATIVA SOCIALE - ONLUS,10068220150,VIA SEBASTIANO VENIERO 13,015146,MILANO,MI,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,8.89233087,45.55371217,"(45.55371217, 8.89233087)",4,4,8,168
324,001199,RSA FONDAZIONE GIUSEPPE BESANA ONLUS,VICOLO LUIGI RHO 4/6,108030,MEDA,20821,MB,80,80,0,80,FONDAZIONE GIUSEPPE BESANA ONLUS,00746390962,VICOLO LUIGI RHO 4/6,108030,MEDA,MB,FONDAZIONE,PRIVATO,SI,9.16161494,45.66636431,"(45.66636431, 9.16161494)",12,12,5,1336
325,001331,CASA DI RIPOSO E FARMACIA DELLA CASA DI RIPOSO - FONDAZIONE O.N.L.U.S.,VIA SENATOR SILVESTRI  2,016204,SOVERE,24060,BG,101,101,0,101,CASA DI RIPOSO E FARMACIA DELLA CASA DI RIPOSO  - FONDAZIONE O.N.L.U.S.,00121570162,VIA SENATOR SILVESTRI 2,016204,SOVERE,BG,FONDAZIONE,PRIVATO,SI,10.02247474,45.8209602,"(45.8209602, 10.02247474)",5,5,1,398
322,000888,FONDAZIONE CASA DI RIPOSO INTERCOMUNALE SARONNO ONLUS,VIA DON VIA VOLPI  4,012119,SARONNO,21047,VA,108,108,0,108,FONDAZIONE CASA DI RIPOSO INTERCOMUNALE - SARONNO ONLUS,02673060121,VIA VOLPI 4,012119,SARONNO,VA,FONDAZIONE,PRIVATO,SI,,,,,,,
321,002425,RSA SANDRO PERTINI,VIA PER CESATE  62,015105,GARBAGNATE MILANESE,20024,MI,300,280,20,300,ASST RHODENSE,09323530965,VIALE CARLO FORLANINI 95,015105,GARBAGNATE MILANESE,MI,ASST,PUBBLICO,NO,9.07867757,45.58497402,"(45.58497402, 9.07867757)",4,4,8,642
324,001189,ISTITUTO SACRA FAMIGLIA,VIA STRADA DEL VERDE  11,097067,PERLEDO,23828,LC,55,55,0,55,FONDAZIONE ISTITUTO SACRA FAMIGLIA ONLUS,00795470152,PIAZZA MONSIGNOR MONETA 1,015074,CESANO BOSCONE,MI,FONDAZIONE,PRIVATO,SI,9.28669994,46.02764215,"(46.02764215, 9.28669994)",10,10,5,1042
326,001731,RSA - CASA DI RIPOSO B. BERTELLA,VIA PARROCCHIALE  26,017168,SABBIO CHIESE,25070,BS,34,30,0,30,COMUNE DI SABBIO CHIESE,00576260988,VIA CADUTI 1,017168,SABBIO CHIESE,BS,COMUNE,PUBBLICO,NO,,,,,,,
327,001953,RSA BEATA PAOLA,PIAZZA CANTARANA  18,020070,VOLTA MANTOVANA,46049,MN,118,118,0,118,IL SORRISO SRL,02245750209,PIAZZA CANTARANA 18,020070,VOLTA MANTOVANA,MN,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.66145051,45.3210013,"(45.3210013, 10.66145051)",9,9,4,939
325,001441,FONDAZIONE R.S.A. CASA DI RIPOSO NEMBRO O.N.L.U.S.,VIA DEI FRATI  1,016144,NEMBRO,24027,BG,91,87,0,87,FONDAZIONE R.S.A. CASA RIPOSO NEMBRO O.N.L.U.S.,01742130162,VIA DEI FRATI 1,016144,NEMBRO,BG,FONDAZIONE,PRIVATO,SI,9.75027101,45.74115766,"(45.74115766, 9.75027101)",5,5,1,514
324,004753,RSA CASA DI RIPOSO PADRE GIOVANNI MASCIADRI,VIA FANTONI  8,108040,SEVESO,20822,MB,84,,,0,CONGREGAZIONE SUORE INFERMIERE DI SAN CARLO,03261320158,VIA CAVUOR 67,108015,CARATE BRIANZA,MB,ENTE ECCLESIASTICO,PRIVATO,NO,9.14259679,45.64813725,"(45.64813725, 9.14259679)",12,12,5,1526
327,001858,FONDAZIONE DI SERVIZI ALLA PERSONA LUIGINA  MILANESI E PAOLO FROSI ONLUS,VIA CANEVARI  85,019110,TRIGOLO,26018,CR,120,104,16,120,FONDAZIONE DI SERVIZI ALLA PERSONA MILANESI E FROSI ONLUS,00681280194,VIA CANEVARI 85,019110,TRIGOLO,CR,FONDAZIONE,PRIVATO,SI,9.81466303,45.32991994,"(45.32991994, 9.81466303)",8,8,4,994
327,001934,FONDAZIONE BRUNO PARI ONLUS,VIA G. B. ROSA 42,019064,OSTIANO,26032,CR,94,90,0,90,FONDAZIONE BRUNO PARI ONLUS,00870300191,VIA GIAN BATTISTA ROSA 42,019064,OSTIANO,CR,FONDAZIONE,PRIVATO,SI,10.24661957,45.22550485,"(45.22550485, 10.24661957)",8,8,4,856
326,001475,RSA - FONDAZIONE NOBILE ANNIBALE MAGGI VIA ONLUS,VIA CASTELLO  1,017177,SENIGA,25020,BS,50,42,0,42,FONDAZIONE NOBILE MAGGI VIA - ONLUS,00727450983,VIA CASTELLO 1,017177,SENIGA,BS,FONDAZIONE,PRIVATO,SI,10.17574381,45.24115954,"(45.24115954, 10.17574381)",6,6,2,842
