Ticket number,Issue Date 1,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4334581554,2018-06-27,1741.0,13,,CA,201902.0,,HOND,PA,BK,132 NORTH LA JOLLA AVENUE,403B,54.0,80.58L,PREFERENTIAL PARKING,68.0,6450241.420129,1849748.8564459998
4334728952,2018-06-27,1709.0,,,CA,201901.0,,HOND,PA,BL,460 CRESCENT HEIGHTS BOULEVARD,00474,54.0,80.69AP+,NO STOP/STANDING,93.0,,
4334798753,2018-06-27,1238.0,,,CA,201804.0,,GMC,PU,BK,8136 PERSHING DR,00137,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6426730.391268,1808178.6853439999
4334891960,2018-06-27,838.0,,,CA,201809.0,,ACUR,PA,WT,4048 PERLITA AVE,00674,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6481312.755148999,1868459.660318
4334904803,2018-06-27,111.0,,,CA,201803.0,,TOYT,PA,WT,315 TOWNE AVE S,00600,56.0,5204A-,DISPLAY OF TABS,25.0,6489037.962469,1839033.774527
4334996805,2018-06-27,818.0,,,CA,201902.0,,HOND,PA,SL,4451 CLAYTON AVE W,00448,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474909.360795,1858890.172683
4335095682,2018-06-27,1318.0,,,CA,201810.0,,LNDR,PA,BK,1141 PALMS BLVD,00133,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6423136.575264,1822796.6164880001
4335248993,2018-06-27,606.0,,,CA,201701.0,,LEXS,PA,BK,11742 AVON WAY,00805,51.0,5204A-,DISPLAY OF TABS,25.0,6435331.247504001,1821986.953738
4335249122,2018-06-27,1152.0,W54,,CA,201905.0,,TOYT,PA,BL,6100 98TH ST W,00805,51.0,88.13B+,METER EXP.,63.0,6442475.219298,1803451.2352419998
4335682525,2018-06-27,1818.0,81,,CA,201906.0,,TOYT,PA,GY,4300 BAKMAN AVE,00315,53.0,80.58L,PREFERENTIAL PARKING,68.0,6447336.339052,1876316.439239
1120791232,2018-06-20,815.0,,,CA,201705.0,,VOLK,PA,BL,WELBY/CHIMINAES,MQ16,1.0,5204A,EXPIRED TAGS,25.0,,
1121052214,2018-06-16,945.0,,,CA,201809.0,,JEEP,TR,WH,51ST/LONG BEACH,01367,1.0,8058L,PREF PARKING,68.0,,
4330791323,2018-06-28,1216.0,,,CA,201805.0,,NISS,PA,GY,S/O 13350 PINNEY ST,00300,53.0,22500E,BLOCKING DRIVEWAY,68.0,,
4332293663,2018-06-28,1101.0,WS507,,CA,201811.0,,LEXS,PA,WT,1800 PONTIUS AV,00155,51.0,88.13B+,METER EXP.,63.0,6427358.527206,1839277.827214
4333621574,2018-06-28,1013.0,,,CA,201808.0,,HOND,PA,SL,4237 10TH AVE,00541,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,,
4334572885,2018-06-28,1002.0,,,CA,201905.0,,TOYT,PA,BL,1309 52ND ST W,00544,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6471272.85222,1820720.189408
4334582416,2018-06-28,1249.0,MM58,,CA,201901.0,,FORD,PA,SL,701 MASSELIN AV,00105,51.0,88.13B+,METER EXP.,63.0,6454875.060192,1845256.2083639998
4334682015,2018-06-28,1714.0,,,CA,201711.0,,DODG,PA,WT,3742 FIGUEROA ST S,00500,55.0,80.69AP+,NO STOP/STANDING,93.0,6475978.958484,1828797.965884
4334844625,2018-06-28,1039.0,,,TX,,,NISS,PA,SL,5058 KLUMP AVE,00396,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6448000.212827,1881583.8333529998
4334851603,2018-06-28,1537.0,,,CA,201904.0,,HD,PA,GY,300 3RD ST W,00600,56.0,80.69AP+,NO STOP/STANDING,93.0,6486538.223593,1841021.2832270002
4334970835,2018-06-28,1055.0,,,CA,201904.0,,HOND,PA,GY,13050 BLUFF CREEK DR,139B,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,,
4335178396,2018-06-28,813.0,,,CA,201811.0,,GMC,PA,BK,550 SOUTH OXFORD AVENUE,00456,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468430.24512,1845965.7153810002
4335424553,2018-06-28,1253.0,,,CA,201810.0,,AUDI,PA,WT,800 WARNER AVE,00153,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6430449.002339,1847194.5939240002
4333781502,2018-06-29,944.0,LT25,,CA,5.0,,TOYT,PA,SL,300 3RD ST E,00661,56.0,88.13B+,METER EXP.,63.0,6486538.223593,1841021.2832270002
4333819276,2018-06-29,1036.0,,,CA,201810.0,,LEXS,PA,SL,18424 BURBANK BOULEVARD,378R1,53.0,80.61,STANDNG IN ALLEY,68.0,,
4334305102,2018-06-29,1830.0,53,,CA,201904.0,,MERZ,PA,WT,7114 WARING AVENUE,402A,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457393.2269830005,1853589.9513720002
4334461806,2018-06-29,1208.0,,,CA,,,FRHT,TK,BN,414 SPEEDWAY,908R,51.0,80.69B,NO PARKING,73.0,6416429.821594,1820496.368797
4334549284,2018-06-29,1224.0,23,,CA,4.0,,CHEV,PA,GY,15050 HARTLAND ST,00368,53.0,80.58L,PREFERENTIAL PARKING,68.0,6422244.614606,1893768.127583
4334585905,2018-06-29,809.0,,,CA,201904.0,,CADI,PA,GY,2229 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486291.240518,1855865.37027
4334599463,2018-06-29,1417.0,,,CA,201902.0,,FORD,CM,BK,400 HOPE ST S,00600,56.0,80.56E4+,RED ZONE,93.0,6484820.067838,1841499.0316700002
4334778501,2018-06-29,808.0,,,CA,,,LEXS,PA,GY,5262 CARTWRIGHT AVE,00334,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6451806.532063,1882998.55601
4334895876,2018-06-29,1023.0,,,CA,201807.0,,HYUN,PA,RD,1526 CORINTH AVE,00159,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425225.5821940005,1839835.3479630002
4335053166,2018-06-29,2100.0,,,CA,201901.0,,CHEV,PA,GN,1002 BAY VIEW AVE,00500,55.0,22500E,BLOCKING DRIVEWAY,68.0,6479581.239289,1743380.4137150003
4335229286,2018-06-29,1035.0,,,CA,201807.0,,HYUN,PA,BK,9650 ZELZAH AVENUE,00334,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6403527.038964,1912272.3044200002
4335241831,2018-06-29,1720.0,,1455.0,CA,201611.0,,KIA,PA,WT,10940 ROEBLING AVE,00116,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6425661.940969001,1846507.0259540002
4335442090,2018-06-29,1253.0,96,,CA,201903.0,,MAZD,PA,SL,1736 SYCAMORE AVE N,00486,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457731.0406680005,1859836.765369
4335708252,2018-06-29,1138.0,,,CA,201904.0,,HOND,PA,GY,1805 GRAMERCY PL,149B,51.0,80.69B,NO PARKING,73.0,6466839.657621,1837372.337566
4335884232,2018-06-29,902.0,,,CA,201812.0,,TOYT,PA,WT,500 MIDVALE AVE,00158,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424618.571142,1847516.1536189998
4335924110,2018-06-29,1201.0,ED521,,CA,,,MERZ,PA,GY,1000 TOWNE AVE S,00612,56.0,88.13B+,METER EXP.,63.0,6486038.707304,1834920.296048
4333922880,2018-07-01,1143.0,,,CA,201905.0,,DODG,PU,BK,354 33RD ST E,00500,55.0,22500H,DOUBLE PARKING,68.0,6477930.047515,1830388.8788509998
1114516922,2018-06-27,1000.0,,,CA,201801.0,,BMW,PA,SI,1500 N BROADWAY,00036,1.0,011,22500F,68.0,6492277.202528,1848420.7183869998
1114899343,2018-06-28,726.0,,,CA,201906.0,,HYUN,PA,SI,2422 W VERNON AVE,00500,55.0,8069AA,NO STOP/STAND AM,93.0,,
1122832546,2018-06-09,2355.0,,,CA,201810.0,,FORD,PA,GO,700 WORLD WAY L/L PI,3C406,2.0,8939,WHITE CURB,58.0,,
1123750655,2018-06-28,1238.0,,,NC,201811.0,,MAZD,PA,WH,622 N TULAROSA,00452,54.0,8069BS,NO PARK/STREET CLEAN,73.0,,
4335386425,2018-07-02,2008.0,,,CA,201907.0,,TOYT,PA,GY,3200 CANYON LAKE DR,402A,54.0,80.69B,NO PARKING,73.0,6462616.770347,1869105.229321
4335394184,2018-07-02,1510.0,,,CA,,,OTHR,TR,WT,5009 LOS ROBLES ST,00610,56.0,80.73.2,EXCEED 72HRS-ST,68.0,,
4335416153,2018-07-02,2308.0,,,CA,201905.0,,LEXS,PA,RD,2377 MIDVALE AVE,00203,51.0,80.69B,NO PARKING,73.0,6431428.0813879995,1837269.892787
4335720185,2018-07-02,1613.0,,,CA,201809.0,,GRUM,CM,BN,201 MAIN ST N,00641,56.0,80.56E4+,RED ZONE,93.0,6488211.683573999,1841816.21886
4335805832,2018-07-02,1132.0,,,CA,201806.0,,TOYT,PA,BK,5929 PICKFORD STREET,00108,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6449675.204934,1840054.4332680001
4332529795,2018-07-03,1232.0,,,CA,201805.0,,AUDI,PA,BK,9076 WILLIS AVE,00327,53.0,5204A-,DISPLAY OF TABS,25.0,6424056.478151999,1908230.0418330003
4334255413,2018-07-03,1005.0,,,CA,201809.0,,HYUN,PA,GY,330 BOYLSTON ST S,00645,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483564.136518,1843111.878141
4334291566,2018-07-03,203.0,,,CA,201801.0,,HOND,PA,GN,7502 ROSEWOOD AVE W,00402,54.0,5204A-,DISPLAY OF TABS,25.0,,
4334423752,2018-07-03,1008.0,,,CA,9.0,,LEXS,PA,GY,7455 NITTA,00376,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,,
4334467325,2018-07-03,939.0,V6128,,NV,201807.0,,VOLK,PA,GY,70 WINDWARD AVE E,00906,51.0,88.13B+,METER EXP.,63.0,6418395.753898,1818157.261495
4334531740,2018-07-03,518.0,,,CA,201807.0,,TOYT,PA,RD,300 GABRIEL GARCIA MARQUEZ ST,00600,56.0,80.56E4+,RED ZONE,93.0,6493777.014509,1840600.330598
4334554685,2018-07-03,128.0,,,CA,,,NISS,TK,WT,14864 STRATHERN STREET,00319,53.0,80.56E4+,RED ZONE,93.0,6423480.037199,1901328.8149
4334633284,2018-07-03,405.0,,,CA,201807.0,,CHRY,PA,GY,550 SOUTH CORONADO STREET,402B,54.0,80.56E4+,RED ZONE,93.0,6476874.090826999,1845292.400563
4335397124,2018-07-03,2205.0,,,CA,,,MERZ,PA,WT,15122 ROXFORD ST,00319,53.0,80.56E4+,RED ZONE,93.0,6422002.047409,1938947.8179569999
4334233153,2018-07-04,1758.0,,,CA,201811.0,,LEXS,PA,WT,5239 AVENIDA HACIENDA,350R,53.0,80.69B,NO PARKING,73.0,6400253.075048001,1883493.5362060003
4334699003,2018-07-05,1720.0,VW1876A,,CA,201805.0,,PONT,PA,BK,701 HOOVER ST,403B,54.0,88.13B+,METER EXP.,63.0,6475530.996697,1852976.1135369998
4334783235,2018-07-05,1110.0,,,CA,201807.0,,NISS,PA,GY,6535 TUJUNGA AVE,00354,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6447037.162853,1891432.2998169998
4335103872,2018-07-05,1029.0,,,CA,201811.0,,TOYT,PA,RD,1172 MENLO AVE,539AH,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6473607.826861,1840523.8134189998
4335168961,2018-07-05,1539.0,,1325.0,CA,201807.0,,HOND,PA,GY,10996 ROEBLING AVE,00116,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6425401.331592,1846165.271104
4335274064,2018-07-05,851.0,,,CA,201902.0,,NISS,PA,GY,1440 WRIGHT STREET,00600,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6479026.829611,1836811.613291
4335335023,2018-07-05,1043.0,,,CA,201810.0,,AUDI,PA,WT,2113 KENT ST,00451,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,,
4335423665,2018-07-05,1219.0,,1020.0,CA,,,LNDR,PA,GY,10500 VENICE BLVD,00183,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6438917.183389,1829889.688584
4335628021,2018-07-05,1606.0,,,CA,201902.0,,AUDI,PA,WT,1964 WESTWOOD BLVD,00306,51.0,80.69AA+,NO STOP/STAND,93.0,6430014.253147,1839844.14687
4335635161,2018-07-05,816.0,,,CA,201710.0,,FORD,PA,GY,957 FIGUEROA TER,00600,56.0,80.69B,NO PARKING,73.0,6487813.424178,1847119.9987779998
4335637364,2018-07-05,1107.0,,,CA,201806.0,,HOND,PA,BK,3990 WADE ST,00133,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6429800.737598999,1821777.627587
4335800335,2018-07-05,811.0,,,CA,201904.0,,NISS,PU,WT,810 BRINGHAM AVE,00152,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6421148.763886,1843151.0575400002
4335852054,2018-07-05,2151.0,,,CA,201902.0,,HOND,PA,BK,8200 WILLIS AVENUE,00319,53.0,80.69AA+,NO STOP/STAND,93.0,6424030.328406,1902657.022253
4335885260,2018-07-05,847.0,,,CA,201810.0,,TOYT,PA,GY,1733 4TH AVE,00147,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6464338.087235,1837641.7568759997
4336166236,2018-07-05,1305.0,,,CA,201806.0,,FORD,PA,SL,10687 WILKINS AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6430100.5280949995,1843180.22802
4334937526,2018-07-06,1610.0,,,CA,201807.0,,FORD,PA,GY,5858 WILSHIRE BLVD,103R,51.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6453769.438998001,1845285.3278970001
4335033791,2018-07-06,807.0,,,CA,201905.0,,TOYT,PA,WT,1733 PURDUE AVE,00154,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425666.810869,1838602.393621
4335033942,2018-07-06,1018.0,,,CA,201809.0,,HOND,PA,GY,1644 STONER AVE,00154,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6423662.7739510005,1837793.466468
4335224692,2018-07-06,48.0,,,CA,201904.0,,FORD,PA,WT,200 5TH ST E,00600,56.0,80.69AA+,NO STOP/STAND,93.0,6486669.23614,1839238.112904
4335386904,2018-07-06,15.0,,,CA,201905.0,,KIA,PA,WT,7045 HAWTHORN AVE,402A,54.0,80.56E4+,RED ZONE,93.0,6457839.020335,1859071.591747
4335399471,2018-07-05,1127.0,,,CA,12.0,,NISS,PA,GY,18913 NAPA ST,00335,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6396817.304713,1905226.598427
4335694930,2018-07-06,1220.0,,955.0,CA,201808.0,,TOYT,PA,BK,3752 MOTOR AVE,00142,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6438996.385753,1830492.2271599998
4335737976,2018-07-06,1048.0,,,MA,202005.0,,TOYT,PA,WT,10911 BLUFFSIDE DR,00357,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450169.558031,1874012.666334
4335882530,2018-07-06,1316.0,W106,,CA,201903.0,,HOND,PA,BL,6001 98TH ST W,00805,51.0,88.13B+,METER EXP.,63.0,6442898.697531,1803449.764884
4336266826,2018-07-08,1135.0,V101,,CA,201905.0,,SUBA,PA,SL,1700 MAIN ST,00201,51.0,88.13B+,METER EXP.,63.0,6418937.429905,1818226.537877
1109777421,2018-07-02,1210.0,,,CA,201712.0,,CHEV,TR,WH,174 N AVENUE 25,24HOP,1.0,5204A,EXPIRED TAGS,25.0,,
4334484000,2018-07-09,1215.0,CB2269,,CA,201810.0,,INFI,PA,BK,1200 SAN JULIAN ST S,00600,56.0,88.13B+,METER EXP.,63.0,6484605.478894,1834984.6636849998
4335000681,2018-07-09,1012.0,,,CA,,,HOND,PA,BK,5500 ETIWANDA AVE,00374,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6401104.4533669995,1884587.182408
4335335653,2018-07-09,813.0,,,CA,201805.0,,AUDI,PA,BK,7401 HOLLYWOOD BOULEVARD,57B,57.0,80.69AP+,NO STOP/STANDING,93.0,,
4335368726,2018-07-09,1247.0,,,CA,201803.0,,MAZD,PA,GY,201 ALPINE ST,00611,56.0,5204A-,DISPLAY OF TABS,25.0,6489906.910035,1844979.526454
4335695781,2018-07-09,1215.0,,,CA,201810.0,,CHEV,PA,WT,5906 SAN VICENTE BLVD,00144,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452565.9244760005,1843010.534091
4335898055,2018-07-09,644.0,D1,,CA,201807.0,,FORD,PA,GN,2223 KERWOOD AVE,00147,51.0,80.58L,PREFERENTIAL PARKING,68.0,6434951.1697,1841154.9688400002
4336204235,2018-07-09,601.0,,,IL,201808.0,,NISS,PA,GY,11050 STRATHMORE DR W,139B,51.0,80.56E4+,RED ZONE,93.0,6424919.22578,1846081.4915369998
1120986020,2018-06-30,1620.0,3093A,,CA,201810.0,,TOYO,PA,RE,5TH/SPRING,1FB15,1.0,8813B,METER EXPIRED,63.0,,
4334284651,2018-07-10,1302.0,,,CA,201904.0,,NISS,PA,GY,2336 SHERIDAN STREET,00632,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6499076.628033,1840741.271875
4334371845,2018-07-10,1219.0,WW913,,CA,201810.0,,TOYT,PA,BK,601 KINGSLEY DR S,00463,54.0,88.13B+,METER EXP.,63.0,6469785.915380999,1852252.3362540002
4334812742,2018-07-10,1506.0,,,CA,201812.0,,VOLK,PA,GY,2100 SAWTELLE BLVD,00111,51.0,80.69AP+,NO STOP/STANDING,93.0,6427624.804103,1837074.191368
4334963905,2018-07-10,1158.0,LM701A,,CA,201902.0,,HYUN,PA,BK,136 LA BREA AV S,00480,54.0,88.13B+,METER EXP.,63.0,6457481.658903,1848997.6698849997
4335001182,2018-07-10,1431.0,,,CA,5.0,,TOYT,PA,BL,21100 WYANDOTTE ST,00376,53.0,80.73.2,EXCEED 72HRS-ST,68.0,6382413.733661,1896734.6199299998
4335476331,2018-07-10,1047.0,,,CA,201807.0,,NISS,PA,GY,333 60TH ST W,00555,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477135.675732,1817083.4223200001
4335551544,2018-07-10,1134.0,,,CA,,,UNK,MH,BG,2800 PACIFIC AVE,00306,51.0,80.73.2,EXCEED 72HRS-ST,68.0,6420090.645958,1815920.9812029998
4335610241,2018-07-10,1212.0,,,CA,201904.0,,SUZI,PA,SL,335 CORONADO ST S,00464,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477295.609026999,1846081.6844060002
4335646206,2018-07-10,855.0,,,AZ,201804.0,,NISS,PA,WT,1414 SOUTH RIDGELEY DRIVE,00145,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,,
4335657572,2018-07-10,625.0,241,,CA,201808.0,,TOYT,PA,GY,2727 GREENFIELD AVE,00147,51.0,80.58L,PREFERENTIAL PARKING,68.0,6432093.099676999,1834670.515769
4335822901,2018-07-10,300.0,,,CA,201808.0,,MERZ,PA,WT,202 ST LOUIS ST S,00600,56.0,80.56E1,WHITE ZONE,58.0,6496732.806516999,1838464.355258
4335922824,2018-07-10,321.0,,,CA,201811.0,,FORD,PU,SL,6425 RESEDA BLVD,00310,53.0,80.69.2,COMM VEH OVER TIME LIMIT,133.0,6399560.60199,1890872.8324990002
4334521936,2018-07-11,1231.0,,,CA,201905.0,,BMW,PA,SL,1337 WEST 5TH STREET,6T8,56.0,5200,DISPLAY OF PLATES,25.0,6482276.42155,1842569.844903
4334928920,2018-07-11,833.0,,,CA,201901.0,,JEEP,PA,BL,1912 EDGEMONT ST N,00442,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472011.202502999,1860971.81707
4334935522,2018-07-11,1107.0,,,CA,201903.0,,NISS,PA,MR,858 43RD PL W,00555,55.0,5200,DISPLAY OF PLATES,25.0,6474127.023265,1824181.011823
4335807291,2018-07-11,236.0,,,CA,201807.0,,INTL,TK,WT,2100 COTNER AVE,504A,51.0,80.69B,NO PARKING,73.0,6428203.748872,1837485.7921060002
4335820683,2018-07-11,1408.0,HP206,,CA,201811.0,,TOYT,PA,BK,109 AVENUE 56 N,00675,56.0,88.13B+,METER EXP.,63.0,6502879.74842,1862080.221344
4335886752,2018-07-11,1219.0,,,CA,6.0,,MNNI,PA,WT,425 LOS ANGELES ST S,00600,56.0,80.56E4+,RED ZONE,93.0,6486887.4931,1839490.605302
4335982324,2018-07-11,2212.0,64,,CA,,,SUBA,PA,GY,1501 CASSIL PL,402A,54.0,80.58L,PREFERENTIAL PARKING,68.0,6460612.767964,1858207.497686
4336069194,2018-07-11,433.0,,,CA,201811.0,,HD,PA,GY,501 5TH ST,00500,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,,
1125933896,2018-07-06,734.0,,,CA,201904.0,,CHEV,PA,WH,7608 S MAIN ST,00500,55.0,8069AA,NO STOP/STAND AM,93.0,,
1125934283,2018-07-10,145.0,,,CA,201810.0,,DODG,SU,BK,101 W 65TH ST,00500,55.0,8056E4,RED ZONE,93.0,,
4334847790,2018-07-12,2303.0,,,NH,201707.0,,BMW,PA,RD,900 ELLETT PL,403B,54.0,22500F,PARKED ON SIDEWALK,68.0,6478881.731164,1852292.4709529998
4335482443,2018-07-12,808.0,,,CA,201905.0,,TOYT,PA,BL,601 HARVARD BL S,00464,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469433.747597001,1852251.2175919998
4335492556,2018-07-12,1211.0,,,CA,201903.0,,TOYT,PA,GN,13356 HUBBARD STREET,00316,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6433613.950254,1936550.9363080002
4335500352,2018-07-12,2253.0,,,CA,201903.0,,CHRY,PA,RD,1601 IVAR AVENUE,402A,54.0,80.69B,NO PARKING,73.0,6462312.69703,1858856.2293959998
4335609983,2018-07-12,1039.0,,,CA,201802.0,,VOLV,PA,BK,2121 5TH AVE,00143,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6463977.978453,1836306.498273
4335645845,2018-07-12,1120.0,,,CA,,,OTHR,CM,BN,406 15TH ST E,00670,56.0,22500H,DOUBLE PARKING,68.0,6483241.595498,1834314.7081819999
4335732925,2018-07-12,1232.0,,,CA,201811.0,,SUBA,PA,OT,748 GARLAND AVE,00641,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6480798.76716,1840941.012712
4335762233,2018-07-12,1102.0,SV259,,CA,201903.0,,HOND,PA,GY,1401 CAHUENGA BL,00442,54.0,88.13B+,METER EXP.,63.0,6461910.583868,1857541.2436689998
4335981882,2018-07-12,1524.0,WH112,,CA,201806.0,,FORD,PA,RD,21001 VENTURA BL,00321,53.0,88.13B+,METER EXP.,63.0,6382947.920839,1883547.5837169997
4336117321,2018-07-12,1226.0,,,CA,201808.0,,TOYT,PA,GY,11330 LULL STREET,00352,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,,
4336152026,2018-07-12,1021.0,,,CA,201809.0,,DODG,PA,RD,3055 GARNET ST,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6498272.87419,1831752.4641669998
4336256271,2018-07-12,2150.0,,,CA,201902.0,,TOYT,PA,WT,3925 RIVERTON AVE,00315,53.0,80.61,STANDNG IN ALLEY,68.0,6450702.3264190005,1873599.7031689999
4336375002,2018-07-12,740.0,,,CA,201812.0,,CHEV,PA,SL,4100 HOOPER AVE,549A,55.0,80.69AA+,NO STOP/STAND,93.0,6485257.299338,1825850.4174529999
4334787450,2018-07-13,716.0,,,CA,201806.0,,TOYT,PA,WT,5483 6TH ST W,00477,54.0,80.69AP+,NO STOP/STANDING,93.0,6456961.01947,1846181.426779
4335217670,2018-07-13,1731.0,ED603,,CA,201904.0,,HOND,PA,BK,1100 CROCKER ST S,00600,56.0,88.13B+,METER EXP.,63.0,6485481.039508,1834603.2551740003
4335275733,2018-07-13,806.0,WA1571,,CA,12.0,,TOYT,PA,SL,1501 PICO BL W,00600,56.0,88.13B+,METER EXP.,63.0,6478289.432218,1838464.7380290001
4335359431,2018-07-13,1021.0,,,CA,201906.0,,FORD,MH,WT,2958 BELLEVUE AVE,465R1,54.0,22502A,18 IN. CURB/2 WAY,63.0,6477777.227414,1850678.8240220002
4335387184,2018-07-13,854.0,,,CA,201903.0,,CHRY,PA,WT,545 ALEXANDRIA AVE N,00451,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6471412.740382,1851636.824393
4335465794,2018-07-13,1139.0,,,CA,,,TOYT,PA,BK,746 CAHUENGA BLVD,00483,54.0,80.56E2,YELLOW ZONE,58.0,6462112.237275,1853234.434437
4335485700,2018-07-13,1214.0,,,CA,201805.0,,TOYT,PA,GY,2147 COMMONWEALTH AVE N,00448,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6475325.701357,1863007.3564849999
4336003383,2018-07-13,1708.0,,,CA,201908.0,,FORD,PA,WT,8862 INDEPENDENCE AVE,317,53.0,80.61,STANDNG IN ALLEY,68.0,6383118.008879,1907229.052689
4336130116,2018-07-13,119.0,,,CA,201808.0,,HOND,PA,BL,21016 COHASSET ST,00317,53.0,22500E,BLOCKING DRIVEWAY,68.0,6382979.831212999,1898053.246161
4336157280,2018-07-13,1849.0,49,,CA,201810.0,,HOND,PA,GY,2032 CORINTH AVE,00201,51.0,80.58L,PREFERENTIAL PARKING,68.0,6427086.164033,1837219.2394970001
4336246670,2018-07-13,2248.0,,,CA,201810.0,,HYUN,PA,WT,2000 CAHUENGA BLVD,402B,54.0,80.69B,NO PARKING,73.0,6461541.382837,1861780.147246
4336384043,2018-07-13,1102.0,,,CA,201905.0,,FORD,PA,WT,8417 COLUMBUS AVE,00331,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420957.962642,1904004.984091
4334992082,2018-07-15,1058.0,,,CA,201807.0,,BMW,PA,BK,504 EAST RUSTIC ROAD,00207,51.0,80.56E4+,RED ZONE,93.0,6404764.352519,1835192.7149389999
4335686320,2018-07-15,1742.0,,,CA,201808.0,,HOND,PA,GY,653 WEST 1ST STREET,00500,55.0,80.61,STANDNG IN ALLEY,68.0,6473111.611615,1729093.739154
4335730906,2018-07-15,33.0,,,CA,201805.0,,HOND,PA,RD,6515 SUNSET BOULEVARD,403A,54.0,5204A-,DISPLAY OF TABS,25.0,6461288.196824,1858206.71791
4335171713,2018-07-16,1011.0,,,CA,201812.0,,HOND,PA,BG,2270 BEACHWOOD DR N,00447,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6464352.019568,1863271.8486590001
4335291590,2018-07-16,34.0,,,CA,201906.0,,TOYT,PA,GY,5000 MERIDIAN ST,00600,56.0,80.69B,NO PARKING,73.0,6499125.696962,1866975.603591
4335291704,2018-07-16,324.0,,,OR,,,OTHR,TR,OT,724 ALAMEDA ST S,00600,56.0,80.69B,NO PARKING,73.0,6489342.272442,1834618.5872330002
4335328395,2018-07-16,1009.0,,,CA,201808.0,,TOYT,PA,RD,7811 WARING AVE,00492,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452758.957098001,1853653.658141
4335762513,2018-07-16,1017.0,,,CA,201811.0,,JEEP,PA,GY,647 HAYWORTH AVE N,00472,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6451850.248198001,1852653.946234
4335771370,2018-07-16,1659.0,,,CA,201806.0,,CHEV,PA,BL,300 109TH PL W,00557,55.0,80.56E4+,RED ZONE,93.0,6477299.145119,1799393.134348
4335891814,2018-07-16,706.0,,,CA,12.0,,HYUN,PA,BL,2543 WEST 6TH STREET,00492,54.0,5200,DISPLAY OF PLATES,25.0,6476890.317308,1844985.8668349998
